recency,history,mens,womens,newbie,target,treatment,log_history,spending_intensity,is_unisex_buyer,digital_newbies,digital_veterans,urban_web_user,zip_code_Surburban,zip_code_Urban,channel_Phone,channel_Web
5,498.14,1,0,1,0,1,6.212886617523852,83.02333333333333,0,0,0,0,0,1,0,0
7,208.08,1,0,1,0,1,5.342716953844721,26.01,0,0,0,0,1,0,1,0
4,40.47,0,1,0,0,1,3.7249702742582897,8.094,0,0,1,1,0,1,0,1
3,767.15,1,0,1,0,1,6.643985026576669,191.7875,0,0,0,0,0,0,1,0
4,29.99,1,0,0,0,1,3.433664571799657,5.997999999999999,0,0,1,0,1,0,0,1
11,116.49,1,0,1,0,1,4.766353223579481,9.7075,0,0,0,0,0,0,1,0
2,1000.78,1,1,1,0,1,6.909533696659548,333.5933333333333,1,1,0,0,1,0,0,1
4,29.99,0,1,0,0,1,3.433664571799657,5.997999999999999,0,0,1,0,0,0,0,1
11,96.74,1,0,1,0,1,4.582310891842009,8.061666666666666,0,0,0,0,1,0,1,0
1,558.6,1,0,1,1,1,6.3272222427913265,279.3,0,0,0,0,1,0,1,0
4,307.89,1,0,1,0,1,5.7329852264642955,61.577999999999996,0,0,0,0,1,0,0,0
8,44.6,1,0,0,0,1,3.8199077165203406,4.955555555555556,0,0,1,1,0,1,0,1
9,419.52,0,1,1,0,1,6.04149204070763,41.952,0,0,0,0,0,1,1,0
11,115.09,1,0,1,0,1,4.754365752349944,9.590833333333334,0,0,0,0,1,0,1,0
4,330.96,1,0,0,0,1,5.805014479730247,66.192,0,0,0,0,0,1,0,0
11,29.99,0,1,0,0,1,3.433664571799657,2.4991666666666665,0,0,1,0,1,0,0,1
3,185.3,0,1,0,0,1,5.227358277607543,46.325,0,0,1,0,0,0,0,1
6,55.4,0,1,0,0,1,4.032469158504013,7.914285714285714,0,0,0,0,1,0,1,0
1,1263.98,1,0,1,0,1,7.142811590759957,631.99,0,1,0,0,1,0,0,1
9,127.42,1,0,0,0,1,4.855306142365903,12.742,0,0,1,1,0,1,0,1
1,506.56,1,1,1,0,1,6.229614930528713,253.28,1,0,0,0,1,0,1,0
2,29.99,0,1,0,0,1,3.433664571799657,9.996666666666666,0,0,1,1,0,1,0,1
3,619.14,1,0,1,0,1,6.42994525900031,154.785,0,0,0,0,1,0,0,0
6,106.52,1,0,0,0,1,4.677676876774839,15.217142857142857,0,0,1,0,0,0,0,1
6,374.61,0,1,1,0,1,5.928551371047852,53.51571428571429,0,0,0,0,0,1,0,0
1,29.99,1,0,1,0,1,3.433664571799657,14.995,0,1,0,1,0,1,0,1
9,78.6,0,1,0,1,1,4.377014092850337,7.859999999999999,0,0,0,0,0,1,1,0
1,390.33,1,1,0,1,1,5.96955119379609,195.165,1,0,0,0,0,0,1,0
4,32.62,1,0,0,1,1,3.5151211279804695,6.523999999999999,0,0,1,1,0,1,0,1
10,94.55,0,1,0,0,1,4.559649670686282,8.595454545454546,0,0,0,0,1,0,1,0
4,81.35,0,1,1,1,1,4.410978456623649,16.27,0,0,0,0,1,0,1,0
12,342.97,0,1,0,0,1,5.840554444268121,26.382307692307695,0,0,0,0,1,0,0,0
1,104.41,1,0,1,1,1,4.657857508267098,52.205,0,0,0,0,0,1,1,0
4,121.69,0,1,0,0,1,4.809660848803092,24.338,0,0,0,0,0,0,1,0
12,83.14,0,1,1,0,1,4.432482078162375,6.395384615384615,0,1,0,0,0,0,0,1
2,65.18,1,0,0,1,1,4.192378302493466,21.72666666666667,0,0,0,0,1,0,1,0
9,191.35,1,0,0,0,1,5.259316629198304,19.134999999999998,0,0,0,0,1,0,1,0
12,209.2,1,1,1,0,1,5.348059458442851,16.092307692307692,1,0,0,0,0,1,1,0
10,29.99,0,1,0,0,1,3.433664571799657,2.726363636363636,0,0,0,0,0,0,1,0
1,593.92,0,1,1,0,1,6.388426942724397,296.96,0,1,0,0,1,0,0,1
9,114.26,1,0,0,0,1,4.747190446008521,11.426,0,0,0,0,1,0,1,0
2,80.09,1,0,0,0,1,4.395559648956466,26.69666666666667,0,0,1,1,0,1,0,1
4,107.85,0,1,0,0,1,4.689970787680556,21.57,0,0,1,1,0,1,0,1
1,184.44,0,1,0,0,1,5.222731379591441,92.22,0,0,1,0,1,0,0,1
6,29.99,1,0,0,0,1,3.433664571799657,4.284285714285714,0,0,0,0,1,0,1,0
1,29.99,1,0,1,0,1,3.433664571799657,14.995,0,1,0,0,1,0,0,1
10,137.53,0,1,1,0,1,4.931086908669788,12.502727272727272,0,0,0,0,1,0,1,0
1,237.21,0,1,0,0,1,5.473152637568128,118.605,0,0,0,0,0,1,1,0
7,102.5,0,1,1,0,1,4.639571612705423,12.8125,0,0,0,0,0,1,1,0
1,144.65,1,0,1,0,1,4.981206483405444,72.325,0,0,0,0,0,0,1,0
9,48.61,1,0,0,0,1,3.9041924263129575,4.861,0,0,1,0,0,0,0,1
8,151.61,0,1,0,0,1,5.027885647502783,16.845555555555556,0,0,0,0,0,1,1,0
7,29.99,1,0,1,0,1,3.433664571799657,3.74875,0,0,0,0,0,1,1,0
12,64.35,0,1,0,0,1,4.179757440070231,4.949999999999999,0,0,0,0,1,0,1,0
1,775.76,1,1,1,0,1,6.655131422345419,387.88,1,0,0,0,1,0,1,0
10,93.73,0,1,0,0,1,4.551030739887443,8.520909090909091,0,0,1,1,0,1,0,1
9,377.82,0,1,0,0,1,5.9370611582285955,37.782,0,0,0,0,0,1,1,0
8,106.58,1,0,0,0,1,4.678234756845097,11.842222222222222,0,0,1,0,1,0,0,1
2,337.48,1,0,0,0,1,5.824465006411812,112.49333333333334,0,0,0,0,1,0,1,0
1,150.04,0,1,1,0,1,5.01754470239719,75.02,0,0,0,0,1,0,1,0
4,311.04,1,0,0,0,1,5.743131384720113,62.208000000000006,0,0,1,0,1,0,0,1
9,29.99,1,0,1,0,1,3.433664571799657,2.9989999999999997,0,0,0,0,1,0,1,0
7,29.99,0,1,0,0,1,3.433664571799657,3.74875,0,0,1,0,1,0,0,1
6,147.81,0,1,0,0,1,5.002670324441959,21.115714285714287,0,0,1,0,1,0,0,1
2,412.21,1,0,0,1,1,6.023955938307911,137.40333333333334,0,0,0,0,0,0,0,0
10,36.69,0,1,1,0,1,3.629394807279044,3.3354545454545454,0,0,0,0,1,0,1,0
3,59.19,0,1,0,0,1,4.0975062255596795,14.7975,0,0,0,0,1,0,1,0
2,123.94,0,1,1,0,1,4.827833622065424,41.31333333333333,0,0,0,0,0,1,1,0
11,109.98,0,1,0,0,1,4.709350004897755,9.165000000000001,0,0,1,1,0,1,0,1
9,137.17,0,1,1,0,1,4.928484811068578,13.716999999999999,0,0,0,0,0,1,1,0
2,111.65,0,1,1,0,1,4.724285666878253,37.21666666666667,0,1,0,0,0,0,0,1
11,184.01,0,1,0,0,1,5.220409877671511,15.334166666666667,0,0,1,1,0,1,0,1
5,59.25,0,1,0,0,1,4.098502572370764,9.875,0,0,1,0,0,0,0,1
1,147.18,1,0,0,1,1,4.998427750988511,73.59,0,0,1,0,1,0,0,1
9,190.37,1,0,0,0,1,5.2542087269219735,19.037,0,0,0,0,1,0,1,0
8,107.55,0,1,0,0,1,4.6872108963243,11.95,0,0,0,0,1,0,1,0
1,217.47,0,1,0,0,1,5.386648705338001,108.735,0,0,0,0,0,0,0,0
1,276.61,1,0,1,0,1,5.6262172510385895,138.305,0,1,0,0,0,0,0,1
11,146.22,0,1,1,0,1,4.991928066630559,12.185,0,0,0,0,1,0,1,0
1,411.89,1,1,0,1,1,6.023181213659551,205.945,1,0,0,0,0,0,0,0
3,244.64,1,0,0,0,1,5.503867049461198,61.16,0,0,0,0,1,0,1,0
4,493.28,1,0,0,0,1,6.20310215823599,98.65599999999999,0,0,0,0,0,1,1,0
9,33.22,1,0,0,0,1,3.5328102684640474,3.322,0,0,0,0,1,0,1,0
2,100.31,0,1,1,0,1,4.618185123065586,33.43666666666667,0,1,0,0,0,0,0,1
6,320.34,0,1,0,0,1,5.772499752615189,45.762857142857136,0,0,0,0,1,0,1,0
2,185.1,0,1,0,0,1,5.226284163648205,61.699999999999996,0,0,0,0,1,0,1,0
5,77.73,0,1,1,0,1,4.3660242771963755,12.955,0,0,0,0,0,1,1,0
1,115.68,1,0,0,0,1,4.759435144999521,57.84,0,0,1,0,1,0,0,1
3,665.58,1,1,1,0,1,6.50216016242324,166.395,1,0,0,0,0,1,1,0
5,29.99,1,0,1,0,1,3.433664571799657,4.998333333333333,0,1,0,0,1,0,0,1
1,245.3,1,1,0,0,1,5.506550305126492,122.65,1,0,0,0,1,0,1,0
4,50.37,0,1,1,0,1,3.9390543444791764,10.074,0,1,0,0,1,0,0,1
9,123.66,1,0,0,0,1,4.825590031380704,12.366,0,0,0,0,1,0,1,0
9,128.14,1,0,0,1,1,4.860897087198321,12.813999999999998,0,0,1,0,1,0,0,1
9,352.94,0,1,0,1,1,5.869127407243039,35.294,0,0,1,1,0,1,0,1
3,593.84,0,1,1,0,1,6.388292461820483,148.46,0,1,0,0,1,0,0,1
6,943.3,1,1,1,0,1,6.850443912269023,134.75714285714284,1,1,0,0,1,0,0,1
6,430.65,1,1,0,1,1,6.067615074681532,61.521428571428565,1,0,0,0,0,1,0,0
1,817.36,1,1,1,1,1,6.707302337587626,408.68,1,0,0,0,0,1,1,0
6,180.98,1,0,0,0,1,5.203896790928544,25.854285714285712,0,0,0,0,0,0,1,0
8,178.51,1,0,0,0,1,5.190230916682979,19.834444444444443,0,0,1,1,0,1,0,1
3,181.9,0,1,1,0,1,5.20893955539682,45.475,0,1,0,0,1,0,0,1
1,196.34,1,0,1,1,1,5.28492812942902,98.17,0,0,0,0,1,0,1,0
9,29.99,1,0,0,0,1,3.433664571799657,2.9989999999999997,0,0,0,0,1,0,1,0
10,29.99,0,1,0,0,1,3.433664571799657,2.726363636363636,0,0,0,0,0,0,1,0
10,162.32,1,0,1,0,1,5.095711466451375,14.756363636363636,0,1,0,1,0,1,0,1
9,395.1,0,1,1,0,1,5.981666704627871,39.510000000000005,0,0,0,0,1,0,0,0
5,145.89,0,1,0,1,1,4.989684007343324,24.314999999999998,0,0,0,0,1,0,1,0
4,115.55,0,1,0,0,1,4.758320365481766,23.11,0,0,0,0,1,0,1,0
6,422.43,1,1,1,1,1,6.048388211174136,60.347142857142856,1,1,0,0,0,0,0,1
9,29.99,0,1,1,0,1,3.433664571799657,2.9989999999999997,0,1,0,0,1,0,0,1
9,64.93,1,0,0,0,1,4.188593573125209,6.493,0,0,1,0,1,0,0,1
12,29.99,1,0,0,0,1,3.433664571799657,2.3069230769230766,0,0,0,0,0,1,1,0
9,768.06,1,1,1,0,1,6.645168989868998,76.806,1,0,0,0,1,0,0,0
4,638.77,0,1,1,0,1,6.461108736763047,127.75399999999999,0,0,0,0,0,1,0,0
7,55.77,1,0,1,1,1,4.039008017182635,6.97125,0,0,0,0,1,0,1,0
2,35.85,0,1,1,0,1,3.6068556186353455,11.950000000000001,0,0,0,0,1,0,1,0
7,29.99,1,0,0,0,1,3.433664571799657,3.74875,0,0,0,0,0,1,1,0
2,472.94,1,1,0,1,1,6.1610807314043825,157.64666666666668,1,0,0,0,1,0,1,0
2,397.8,1,1,1,0,1,5.988460038087683,132.6,1,1,0,1,0,1,0,1
6,98.47,1,0,1,0,1,4.599856091164322,14.067142857142857,0,0,0,0,0,1,1,0
1,652.52,0,1,1,0,1,6.482373137033614,326.26,0,0,0,0,0,1,0,0
9,301.87,1,0,0,1,1,5.713303670539838,30.187,0,0,1,1,0,1,0,1
9,359.98,0,1,0,1,1,5.888822555136103,35.998000000000005,0,0,1,0,1,0,0,1
10,189.97,1,0,1,0,1,5.2521163476473225,17.27,0,0,0,0,1,0,1,0
8,219.26,0,1,1,0,1,5.394808666736798,24.362222222222222,0,1,0,1,0,1,0,1
7,166.04,1,0,0,0,1,5.118233304694274,20.755,0,0,0,0,0,1,1,0
10,220.11,0,1,1,0,1,5.398660315244064,20.01,0,0,0,0,1,0,1,0
1,153.31,1,0,0,0,1,5.038963566083114,76.655,0,0,1,1,0,1,0,1
3,158.2,0,1,1,0,1,5.0701612734102826,39.55,0,0,0,0,0,1,1,0
8,150.51,1,0,0,0,1,5.020651629371744,16.723333333333333,0,0,1,1,0,1,0,1
10,170.69,1,0,0,0,1,5.145690525089121,15.517272727272728,0,0,1,1,0,1,0,1
3,1196.78,1,0,1,0,1,7.088225122412617,299.195,0,0,0,0,1,0,1,0
2,212.58,1,0,1,0,1,5.364011469743399,70.86,0,0,0,0,0,1,0,0
10,230.04,1,1,1,0,1,5.442590855704461,20.91272727272727,1,0,0,0,0,0,0,0
12,121.77,1,0,0,0,1,4.8103126861927485,9.366923076923076,0,0,0,0,0,0,1,0
3,667.37,0,1,1,0,1,6.504841912410542,166.8425,0,1,0,0,1,0,0,1
3,132.81,1,0,1,0,1,4.896420883316898,33.2025,0,0,0,0,1,0,1,0
11,97.56,1,0,0,0,1,4.59066549978521,8.13,0,0,0,0,1,0,1,0
10,87.97,1,0,0,0,1,4.488299234256676,7.997272727272727,0,0,1,1,0,1,0,1
7,295.07,1,1,0,1,1,5.690595912852025,36.88375,1,0,0,0,0,1,1,0
2,51.73,0,1,1,0,1,3.9651845535423784,17.243333333333332,0,0,0,0,0,0,1,0
5,66.91,1,0,1,0,1,4.2181832991257,11.151666666666666,0,0,0,0,0,1,1,0
11,57.92,0,1,1,1,1,4.076180591594429,4.826666666666667,0,0,0,0,1,0,1,0
12,149.92,1,0,0,1,1,5.01674989509611,11.532307692307691,0,0,1,1,0,1,0,1
2,849.31,1,0,1,0,1,6.74560098887769,283.1033333333333,0,0,0,0,0,1,1,0
1,180.41,1,0,1,0,1,5.2007596629532316,90.205,0,1,0,1,0,1,0,1
1,103.46,1,0,1,0,1,4.6488042230081525,51.73,0,0,0,0,0,1,1,0
9,252.88,0,1,0,0,1,5.5368617144382695,25.288,0,0,0,0,0,1,1,0
4,466.93,1,0,0,0,1,6.14831871208097,93.386,0,0,1,1,0,1,0,1
10,52.61,1,0,0,0,1,3.9817356178394463,4.782727272727272,0,0,1,1,0,1,0,1
3,542.88,1,0,1,1,1,6.298728634287485,135.72,0,0,0,0,0,1,0,0
1,29.99,0,1,1,0,1,3.433664571799657,14.995,0,0,0,0,1,0,1,0
8,157.17,0,1,1,0,1,5.063670403975397,17.46333333333333,0,1,0,1,0,1,0,1
4,307.31,1,0,1,0,1,5.731105770305091,61.462,0,1,0,0,1,0,0,1
4,460.23,1,1,1,0,1,6.133896833981042,92.046,1,0,0,0,1,0,1,0
12,218.94,1,1,0,0,1,5.393354781882788,16.841538461538462,1,0,1,0,1,0,0,1
8,74.12,0,1,0,0,1,4.319086834900007,8.235555555555557,0,0,1,0,0,0,0,1
1,415.94,0,1,0,0,1,6.032942326554291,207.97,0,0,0,0,0,0,0,0
2,237.96,1,0,0,0,1,5.476296173907854,79.32000000000001,0,0,0,0,0,1,1,0
1,528.58,1,1,1,0,1,6.272084239559255,264.29,1,0,0,0,0,0,0,0
7,100.39,0,1,0,0,1,4.618974466964488,12.54875,0,0,0,0,0,1,1,0
4,198.82,1,0,1,0,1,5.297416961304872,39.763999999999996,0,1,0,1,0,1,0,1
9,31.35,1,0,0,0,1,3.4766140209469096,3.1350000000000002,0,0,0,0,1,0,1,0
2,44.84,0,1,0,0,1,3.8251570724064843,14.946666666666667,0,0,0,0,1,0,1,0
3,37.04,0,1,1,0,1,3.6386382376771897,9.26,0,0,0,0,1,0,1,0
2,132.09,1,0,0,0,1,4.891025591098464,44.03,0,0,1,0,1,0,0,1
7,54.56,1,0,0,1,1,4.017463517886143,6.82,0,0,1,0,1,0,0,1
10,287.49,0,1,1,0,1,5.664660423302351,26.135454545454547,0,0,0,0,0,0,1,0
1,283.59,0,1,0,1,1,5.651049548003997,141.795,0,0,1,1,0,1,0,1
12,71.58,1,0,0,0,1,4.284689401784925,5.506153846153846,0,0,0,0,1,0,1,0
3,37.41,1,0,0,1,1,3.6483178423578133,9.3525,0,0,1,0,1,0,0,1
6,74.78,1,0,1,0,1,4.327834405590455,10.682857142857143,0,0,0,0,0,1,1,0
12,259.95,1,0,1,0,1,5.564328818089423,19.996153846153845,0,0,0,0,0,1,1,0
8,287.78,0,1,0,0,1,5.665665152543073,31.97555555555555,0,0,1,0,1,0,0,1
12,113.93,1,0,1,0,1,4.744323247380668,8.763846153846155,0,1,0,1,0,1,0,1
7,29.99,1,0,0,0,1,3.433664571799657,3.74875,0,0,0,0,1,0,1,0
2,59.07,1,0,1,0,1,4.09551054886207,19.69,0,0,0,0,1,0,1,0
9,115.84,0,1,1,0,1,4.76080547751954,11.584,0,1,0,0,1,0,0,1
8,95.39,1,0,0,0,1,4.568402461795877,10.598888888888888,0,0,1,0,1,0,0,1
10,129.14,0,1,0,0,1,4.8686107940668375,11.739999999999998,0,0,0,0,1,0,1,0
8,29.99,0,1,1,0,1,3.433664571799657,3.332222222222222,0,1,0,0,1,0,0,1
2,300.22,0,1,0,0,1,5.707840894783702,100.07333333333334,0,0,0,0,0,1,0,0
2,571.74,0,1,1,0,1,6.350431861556566,190.58,0,0,0,0,0,1,0,0
3,183.63,0,1,0,0,1,5.218353822407652,45.9075,0,0,1,0,1,0,0,1
10,86.74,1,0,0,0,1,4.474377895738068,7.885454545454545,0,0,0,0,0,1,1,0
11,204.66,1,1,1,0,1,5.326224319801044,17.055,1,0,0,0,0,1,0,0
6,54.91,0,1,0,0,1,4.0237432550385535,7.844285714285713,0,0,1,1,0,1,0,1
1,216.63,0,1,1,0,1,5.382796373125975,108.315,0,0,0,0,0,1,1,0
10,75.58,0,1,1,0,1,4.338335946049148,6.870909090909091,0,0,0,0,1,0,1,0
2,42.45,1,0,1,0,1,3.7716108517114013,14.15,0,1,0,1,0,1,0,1
9,29.99,1,0,0,0,1,3.433664571799657,2.9989999999999997,0,0,1,0,1,0,0,1
9,29.99,0,1,1,0,1,3.433664571799657,2.9989999999999997,0,0,0,0,0,1,1,0
2,806.02,1,1,1,0,1,6.693348451110311,268.67333333333335,1,0,0,0,0,1,1,0
9,73.06,1,0,0,0,1,4.304875575485466,7.306,0,0,1,1,0,1,0,1
9,512.88,1,1,1,1,1,6.241989775163409,51.288,1,1,0,1,0,1,0,1
10,202.58,1,0,0,1,1,5.316059048024194,18.416363636363638,0,0,1,0,1,0,0,1
8,44.59,1,0,1,0,1,3.8196883942253503,4.954444444444444,0,1,0,0,1,0,0,1
6,580.47,1,0,1,0,1,6.365559379914201,82.92428571428572,0,1,0,0,1,0,0,1
1,223.93,1,1,1,0,1,5.4157892426882075,111.965,1,0,0,0,0,1,1,0
2,171.69,0,1,0,0,1,5.151498079596578,57.23,0,0,0,0,0,1,1,0
1,531.61,0,1,1,1,1,6.277789449020316,265.805,0,1,0,0,1,0,0,1
3,680.11,0,1,1,1,1,6.523723820271337,170.0275,0,0,0,0,0,1,0,0
10,29.99,1,0,1,0,1,3.433664571799657,2.726363636363636,0,0,0,0,1,0,1,0
12,57.59,1,0,1,0,1,4.070564033556697,4.430000000000001,0,0,0,0,0,1,1,0
12,397.61,1,0,0,1,1,5.987983495271326,30.585384615384616,0,0,0,0,1,0,1,0
11,164.8,1,0,1,0,1,5.110782242701195,13.733333333333334,0,0,0,0,1,0,1,0
7,355.91,1,0,0,1,1,5.877483649156544,44.48875,0,0,0,0,1,0,0,0
10,43.2,1,0,0,0,1,3.7887247890836524,3.9272727272727277,0,0,0,0,0,1,1,0
4,80.29,1,0,0,0,1,4.398023007758481,16.058,0,0,0,0,0,0,1,0
10,604.74,1,1,1,0,1,6.406450851099783,54.97636363636364,1,0,0,0,1,0,0,0
6,294.17,1,0,1,0,1,5.687551461545784,42.02428571428572,0,1,0,0,1,0,0,1
11,63.62,0,1,0,0,1,4.168523960396352,5.301666666666667,0,0,1,0,1,0,0,1
2,247.45,1,1,0,0,1,5.5152416180483295,82.48333333333333,1,0,0,0,0,1,1,0
2,679.65,0,1,1,0,1,6.523048223958482,226.54999999999998,0,0,0,0,0,1,1,0
3,58.43,0,1,0,0,1,4.084799149378569,14.6075,0,0,1,1,0,1,0,1
8,156.14,1,0,1,0,1,5.0571371277476755,17.348888888888887,0,1,0,0,1,0,0,1
2,142.62,1,0,1,0,1,4.967170922682172,47.54,0,0,0,0,0,0,1,0
2,621.6,1,0,1,0,1,6.433904258007508,207.20000000000002,0,0,0,0,1,0,1,0
3,111.0,1,0,1,0,1,4.718498871295094,27.75,0,1,0,1,0,1,0,1
11,320.41,1,0,0,0,1,5.7727175666961745,26.700833333333335,0,0,0,0,0,1,0,0
10,56.33,1,0,1,0,1,4.048824046920291,5.120909090909091,0,0,0,0,0,1,1,0
11,245.46,1,0,0,0,1,5.507199708509977,20.455000000000002,0,0,0,0,0,1,0,0
2,95.0,1,0,1,0,1,4.564348191467836,31.666666666666668,0,0,0,0,0,0,1,0
7,102.72,1,0,1,0,1,4.641694960670463,12.84,0,1,0,1,0,1,0,1
3,58.64,1,0,1,0,1,4.088326489896538,14.66,0,0,0,0,0,1,1,0
11,226.2,0,1,1,0,1,5.4258306868469965,18.849999999999998,0,0,0,0,0,1,1,0
9,62.24,0,1,1,0,1,4.146937012341271,6.224,0,0,0,0,1,0,1,0
2,509.27,0,1,1,0,1,6.23493999739411,169.75666666666666,0,0,0,0,0,1,0,0
3,297.43,1,1,1,0,1,5.698535399469211,74.3575,1,0,0,0,0,1,0,0
3,490.73,1,1,0,0,1,6.197929785369379,122.6825,1,0,1,1,0,1,0,1
4,65.68,0,1,0,0,1,4.199905057882593,13.136000000000001,0,0,1,1,0,1,0,1
1,68.5,0,1,0,0,1,4.241326752570746,34.25,0,0,0,0,0,1,1,0
3,1162.91,1,1,1,0,1,7.059540305714441,290.7275,1,1,0,1,0,1,0,1
1,266.09,0,1,0,0,1,5.58758568025369,133.045,0,0,1,1,0,1,0,1
11,29.99,1,0,1,0,1,3.433664571799657,2.4991666666666665,0,1,0,0,1,0,0,1
10,367.98,0,1,0,0,1,5.910742442029619,33.45272727272727,0,0,0,0,1,0,1,0
10,93.45,0,1,1,0,1,4.548070593947519,8.495454545454546,0,0,0,0,0,0,1,0
10,79.77,0,1,1,0,1,4.391605609454205,7.251818181818181,0,1,0,0,1,0,0,1
10,264.73,1,0,1,0,1,5.5824807556881915,24.066363636363636,0,1,0,0,1,0,0,1
6,29.99,0,1,1,0,1,3.433664571799657,4.284285714285714,0,1,0,0,1,0,0,1
11,409.87,0,1,0,0,1,6.018276862759137,34.155833333333334,0,0,0,0,0,1,0,0
4,453.9,1,1,0,0,1,6.120077614575958,90.78,1,0,1,1,0,1,0,1
12,156.23,0,1,0,0,1,5.057709701482184,12.017692307692307,0,0,1,0,1,0,0,1
7,29.99,1,0,1,0,1,3.433664571799657,3.74875,0,0,0,0,1,0,1,0
1,422.79,1,0,0,0,1,6.049238049519942,211.395,0,0,1,0,1,0,0,1
7,126.5,1,0,1,1,1,4.848116364598481,15.8125,0,1,0,0,1,0,0,1
9,31.28,1,0,0,0,1,3.474447843401748,3.128,0,0,0,0,0,0,1,0
11,52.35,0,1,1,0,1,3.976873977747762,4.3625,0,1,0,1,0,1,0,1
5,1006.96,1,1,1,0,1,6.915683765304259,167.82666666666668,1,0,0,0,1,0,0,0
1,29.99,1,0,0,1,1,3.433664571799657,14.995,0,0,1,1,0,1,0,1
3,156.96,1,0,0,0,1,5.062341836418449,39.24,0,0,0,0,1,0,1,0
1,70.27,1,0,1,0,1,4.266475481513779,35.135,0,0,0,0,1,0,1,0
1,398.71,1,0,0,0,1,5.990739284168387,199.355,0,0,1,0,0,0,0,1
11,283.36,0,1,0,0,1,5.650241041061283,23.613333333333333,0,0,0,0,0,1,1,0
6,188.89,0,1,0,0,1,5.246444957137325,26.98428571428571,0,0,0,0,0,1,1,0
9,29.99,1,0,0,0,1,3.433664571799657,2.9989999999999997,0,0,0,0,0,1,1,0
12,380.03,0,1,1,0,1,5.942878112184338,29.233076923076922,0,1,0,0,1,0,0,1
7,252.76,1,0,1,0,1,5.536388938446483,31.595,0,0,0,0,1,0,1,0
3,37.14,1,0,0,0,1,3.641263600172273,9.285,0,0,0,0,0,1,1,0
1,212.18,1,0,1,0,1,5.362136879260991,106.09,0,0,0,0,0,1,1,0
11,457.09,0,1,1,0,1,6.12706567135952,38.09083333333333,0,0,0,0,1,0,0,0
4,59.03,0,1,0,1,1,4.094844437263752,11.806000000000001,0,0,1,1,0,1,0,1
3,50.92,1,0,0,0,1,3.9497040723958348,12.73,0,0,1,0,1,0,0,1
7,70.46,1,0,0,0,1,4.2691378525952635,8.8075,0,0,0,0,0,1,1,0
9,37.16,0,1,0,0,1,3.6417878465800855,3.7159999999999997,0,0,1,0,1,0,0,1
2,122.4,0,1,1,0,1,4.8154311114712876,40.800000000000004,0,0,0,0,1,0,1,0
4,120.82,1,0,0,0,1,4.802544545408338,24.163999999999998,0,0,0,0,0,1,1,0
1,103.96,0,1,1,1,1,4.653579325195778,51.98,0,0,0,0,1,0,1,0
6,350.88,1,0,1,0,1,5.863290208384473,50.12571428571429,0,0,0,0,1,0,1,0
10,342.83,1,1,1,0,1,5.840147349176718,31.166363636363634,1,1,0,1,0,1,0,1
8,230.56,1,0,0,0,1,5.444839019210804,25.61777777777778,0,0,1,1,0,1,0,1
1,712.87,1,1,1,0,1,6.570700872933183,356.435,1,1,0,0,0,0,0,1
4,120.72,0,1,0,0,1,4.80172332502877,24.144,0,0,0,0,0,0,1,0
6,74.1,1,0,0,0,1,4.318820558770089,10.585714285714285,0,0,1,1,0,1,0,1
8,433.87,1,0,0,0,1,6.07504713584924,48.20777777777778,0,0,1,0,0,0,0,1
6,264.26,1,0,1,0,1,5.580710477066207,37.75142857142857,0,1,0,1,0,1,0,1
11,154.33,1,0,0,1,1,5.045551885999816,12.860833333333334,0,0,0,0,0,0,1,0
2,492.73,0,1,0,1,1,6.201988809065814,164.24333333333334,0,0,0,0,1,0,0,0
1,157.5,1,0,1,1,1,5.065754593317335,78.75,0,0,0,0,0,0,1,0
10,583.16,1,0,1,0,1,6.370174917907327,53.01454545454545,0,1,0,1,0,1,0,1
7,29.99,1,0,0,0,1,3.433664571799657,3.74875,0,0,0,0,1,0,1,0
1,60.7,0,1,0,0,1,4.122283930911342,30.35,0,0,0,0,0,0,1,0
12,29.99,0,1,0,0,1,3.433664571799657,2.3069230769230766,0,0,0,0,1,0,1,0
1,243.77,1,0,0,1,1,5.500318994108818,121.885,0,0,0,0,0,0,1,0
10,248.86,0,1,0,0,1,5.520900761003683,22.623636363636365,0,0,0,0,1,0,0,0
9,1076.97,1,0,1,0,1,6.9828349217681565,107.697,0,0,0,0,0,0,0,0
5,808.92,0,1,1,0,1,6.696935477356759,134.82,0,0,0,0,1,0,0,0
2,114.76,1,0,0,0,1,4.751519082323228,38.25333333333334,0,0,1,0,1,0,0,1
12,29.99,1,0,1,0,1,3.433664571799657,2.3069230769230766,0,0,0,0,1,0,1,0
5,89.15,1,0,1,0,1,4.501474949649326,14.858333333333334,0,0,0,0,1,0,1,0
4,184.14,0,1,0,0,1,5.221112295639065,36.827999999999996,0,0,1,1,0,1,0,1
10,107.87,1,0,0,0,1,4.690154509893088,9.806363636363637,0,0,1,0,1,0,0,1
5,63.46,0,1,1,0,1,4.166044876387292,10.576666666666666,0,1,0,0,1,0,0,1
7,323.2,1,1,0,0,1,5.781360609301576,40.4,1,0,1,0,1,0,0,1
3,594.35,0,1,1,0,1,6.389149467897184,148.5875,0,0,0,0,1,0,1,0
2,381.14,1,1,0,0,1,5.945787033611329,127.04666666666667,1,0,1,0,1,0,0,1
5,29.99,1,0,1,0,1,3.433664571799657,4.998333333333333,0,1,0,0,1,0,0,1
7,393.94,0,1,0,0,1,5.978733854629164,49.2425,0,0,1,0,1,0,0,1
